Word,Hint,Direction
⢗⡑⠧⢾⢃,Braille word #8376,DOWN
⡻⡞⠝⣢⡔,Braille word #8377,ACROSS
⠣⢒⣤⠏⡵,Braille word #8378,DOWN
⢾⢤⡂⣤⢫,Braille word #8379,ACROSS
⡆⠾⢦⣥⣁,Braille word #8380,DOWN
⣜⠏⣔⠡⡍,Braille word #8381,ACROSS
⡕⡞⢞⣼⠇,Braille word #8382,DOWN
⢊⢣⡏⢛⣬,Braille word #8383,ACROSS
⡧⢑⡢⡸⡊,Braille word #8384,DOWN
⣅⡔⠅⢫⢔,Braille word #8385,ACROSS
⡉⡋⠴⠄⣊,Braille word #8386,DOWN
⡼⢕⠫⣶⡼,Braille word #8387,ACROSS
⣌⠃⡔⡽⣾,Braille word #8388,DOWN
⠣⡭⣜⠎⣸,Braille word #8389,ACROSS
⠤⣥⡓⡘⠹,Braille word #8390,DOWN
⢘⠽⠵⢀⢭,Braille word #8391,ACROSS
⡾⢦⡄⡈⢄,Braille word #8392,DOWN
⢤⠝⡺⠫⡗,Braille word #8393,ACROSS
⣿⣦⢗⠮⠛,Braille word #8394,DOWN
⣡⣽⠭⡈⠈,Braille word #8395,ACROSS
⠮⣭⢿⣭⣄,Braille word #8396,DOWN
⡆⢌⡻⢁⣉,Braille word #8397,ACROSS
⢛⣚⠕⢁⡑,Braille word #8398,DOWN
⢸⡯⢑⣥⢯,Braille word #8399,ACROSS
⢎⡲⠷⠌⡕,Braille word #8400,DOWN
⡼⡓⣭⠨⢣,Braille word #8401,ACROSS
⢌⢓⠪⢀⢮,Braille word #8402,DOWN
⢅⡫⠢⣀⢃,Braille word #8403,ACROSS
⠀⠷⣱⣅⡣,Braille word #8404,DOWN
⠌⠪⡀⣫⢫,Braille word #8405,ACROSS
⡗⠂⠯⣊⣘,Braille word #8406,DOWN
⡨⢝⡝⠤⣁,Braille word #8407,ACROSS
⢍⣘⣍⢶⡉,Braille word #8408,DOWN
⣀⣷⡱⡎⡀,Braille word #8409,ACROSS
⣜⡌⢰⢻⡌,Braille word #8410,DOWN
⠰⡌⠽⢙⣐,Braille word #8411,ACROSS
⣞⡼⡭⣟⢠,Braille word #8412,DOWN
⢡⢉⣠⢇⡈,Braille word #8413,ACROSS
⢮⡷⡢⢤⣦,Braille word #8414,DOWN
⠍⡀⡱⡵⣸,Braille word #8415,ACROSS
⣼⠨⢼⣽⢈,Braille word #8416,DOWN
⣉⣁⢸⣺⠷,Braille word #8417,ACROSS
⡰⡉⢪⠰⠄,Braille word #8418,DOWN
⢇⡑⣁⣨⡍,Braille word #8419,ACROSS
⢋⠡⣅⡭⢼,Braille word #8420,DOWN
⡞⢜⠚⣀⢎,Braille word #8421,ACROSS
⡛⣩⣌⢖⣋,Braille word #8422,DOWN
⢟⡡⠱⢴⡱,Braille word #8423,ACROSS
⡕⢓⣝⠾⢭,Braille word #8424,DOWN
⢮⢐⣏⢔⡒,Braille word #8425,ACROSS
⠛⣠⢇⡥⠖,Braille word #8426,DOWN
⠖⣨⢥⡥⡭,Braille word #8427,ACROSS
⡆⠫⢏⣏⠝,Braille word #8428,DOWN
⣸⡓⣚⣓⢢,Braille word #8429,ACROSS
⡕⡔⠗⡮⡒,Braille word #8430,DOWN
⡝⠇⠠⠁⢪,Braille word #8431,ACROSS
⢃⠦⢯⠄⡛,Braille word #8432,DOWN
⡭⣪⡈⢲⡞,Braille word #8433,ACROSS
⡔⣀⠼⡞⣺,Braille word #8434,DOWN
⡡⡏⣨⡛⣏,Braille word #8435,ACROSS
⣣⠼⡣⡩⠃,Braille word #8436,DOWN
⡳⠨⢗⢐⢯,Braille word #8437,ACROSS
⠎⣜⣗⢙⡀,Braille word #8438,DOWN
⣗⡁⢆⠅⣭,Braille word #8439,ACROSS
⣗⣪⠱⣬⠦,Braille word #8440,DOWN
⠛⢰⡱⡽⢨,Braille word #8441,ACROSS
⣑⡤⢠⢮⠎,Braille word #8442,DOWN
⣃⣿⠥⣯⠴,Braille word #8443,ACROSS
⡘⣜⠘⢥⢑,Braille word #8444,DOWN
⣖⣬⢽⠰⢄,Braille word #8445,ACROSS
⡖⢃⠝⢣⡦,Braille word #8446,DOWN
⣔⡦⡮⠖⢫,Braille word #8447,ACROSS
⡮⡛⡒⠳⣽,Braille word #8448,DOWN
⡐⠇⣎⣲⣔,Braille word #8449,ACROSS
⣘⡞⢠⣬⢏,Braille word #8450,DOWN
⠖⣠⢬⣻⡑,Braille word #8451,ACROSS
⠟⡺⢖⡍⣨,Braille word #8452,DOWN
⠿⣣⢮⡳⢔,Braille word #8453,ACROSS
⡮⣛⡥⡡⠇,Braille word #8454,DOWN
⠁⠵⢇⢳⡗,Braille word #8455,ACROSS
⡭⡓⣪⣇⣼,Braille word #8456,DOWN
⡘⠶⡿⣸⢞,Braille word #8457,ACROSS
⠺⣖⡱⢸⠈,Braille word #8458,DOWN
⡯⢰⣖⡕⣰,Braille word #8459,ACROSS
⣙⠗⠹⣨⠁,Braille word #8460,DOWN
⡄⡅⢠⣍⡋,Braille word #8461,ACROSS
⣵⢐⣚⡄⢽,Braille word #8462,DOWN
⢦⠞⢙⢀⣹,Braille word #8463,ACROSS
⡒⣡⢗⡄⡏,Braille word #8464,DOWN
⣽⣤⣳⠀⢮,Braille word #8465,ACROSS
⠾⠩⡕⣆⢼,Braille word #8466,DOWN
⣯⡰⠩⡲⡧,Braille word #8467,ACROSS
⠨⡬⢍⣒⠀,Braille word #8468,DOWN
⢥⠽⢺⣉⠕,Braille word #8469,ACROSS
⡹⡛⡹⢂⣱,Braille word #8470,DOWN
⠀⢘⢭⡃⣗,Braille word #8471,ACROSS
⠩⣃⣋⣲⡡,Braille word #8472,DOWN
⢮⢈⣭⣱⢥,Braille word #8473,ACROSS
⡓⠩⠴⢦⢇,Braille word #8474,DOWN
⡋⠭⣐⣝⡨,Braille word #8475,ACROSS
⡉⢖⠔⡁⣁,Braille word #8476,DOWN
⢈⣆⣞⡱⡶,Braille word #8477,ACROSS
⣆⢷⠤⠢⣹,Braille word #8478,DOWN
⢓⣸⢃⡨⡠,Braille word #8479,ACROSS
⢜⢎⡆⡿⢋,Braille word #8480,DOWN
⢤⣽⡲⠣⢟,Braille word #8481,ACROSS
⠫⣫⠒⢐⡫,Braille word #8482,DOWN
⡆⠩⠇⢜⢱,Braille word #8483,ACROSS
⠬⡀⢲⣉⣜,Braille word #8484,DOWN
⠲⡹⠪⢿⣊,Braille word #8485,ACROSS
⢌⡹⡯⠐⡒,Braille word #8486,DOWN
⡵⢛⢰⣫⢪,Braille word #8487,ACROSS
⣪⠵⢞⢗⢽,Braille word #8488,DOWN
⣷⡝⡚⡭⠃,Braille word #8489,ACROSS
⢇⡜⡟⠐⡑,Braille word #8490,DOWN
⣀⢆⣗⣭⢀,Braille word #8491,ACROSS
⣰⣗⡝⠣⠁,Braille word #8492,DOWN
⡊⠰⣍⡅⣕,Braille word #8493,ACROSS
⡢⢮⡵⢙⡓,Braille word #8494,DOWN
⠛⣕⠫⠪⢞,Braille word #8495,ACROSS
⡍⡞⢬⡙⢛,Braille word #8496,DOWN
⣈⢀⢛⠴⣭,Braille word #8497,ACROSS
⠴⣖⠫⡧⣞,Braille word #8498,DOWN
⡐⡀⣢⣀⠩,Braille word #8499,ACROSS
⡂⢤⠪⡳⣠,Braille word #8500,DOWN
⣾⢹⡵⢋⡋,Braille word #8501,ACROSS
⣾⢼⠳⡽⣼,Braille word #8502,DOWN
⡱⠡⣀⡂⡀,Braille word #8503,ACROSS
⣭⣄⡛⣍⣡,Braille word #8504,DOWN
⣕⠉⡘⡡⣑,Braille word #8505,ACROSS
⢸⢤⠂⠑⣚,Braille word #8506,DOWN
⡇⢅⣭⡙⡪,Braille word #8507,ACROSS
⣡⡧⢃⡄⡡,Braille word #8508,DOWN
⡯⣕⠇⣤⠅,Braille word #8509,ACROSS
⠠⣭⡷⣑⣕,Braille word #8510,DOWN
⠬⣀⠠⣃⢶,Braille word #8511,ACROSS
⣛⢢⡈⡲⣉,Braille word #8512,DOWN
⣌⣈⢯⢇⢯,Braille word #8513,ACROSS
⡧⠌⣼⢵⢼,Braille word #8514,DOWN
⢱⣐⣡⡑⡇,Braille word #8515,ACROSS
⠕⠙⠺⠍⢷,Braille word #8516,DOWN
⣵⣍⣼⡇⣕,Braille word #8517,ACROSS
⣌⡿⡟⡵⠲,Braille word #8518,DOWN
⡻⢏⠫⠬⣰,Braille word #8519,ACROSS
⢽⠤⠍⡫⢰,Braille word #8520,DOWN
⣰⣪⡥⣍⡧,Braille word #8521,ACROSS
⠊⡖⢡⡛⢸,Braille word #8522,DOWN
⠕⣺⢯⠯⠭,Braille word #8523,ACROSS
⣴⣥⡘⡩⠓,Braille word #8524,DOWN
⢬⡁⡲⡔⢒,Braille word #8525,ACROSS
⢨⠌⡙⠰⠀,Braille word #8526,DOWN
⠻⣦⢛⡫⢫,Braille word #8527,ACROSS
⣗⢍⠽⠋⢭,Braille word #8528,DOWN
⡬⣯⡊⠹⣩,Braille word #8529,ACROSS
⠎⢏⡟⠘⣏,Braille word #8530,DOWN
⠲⡯⠻⠥⠄,Braille word #8531,ACROSS
⢖⢢⣄⣨⠰,Braille word #8532,DOWN
⢫⠕⠰⢩⢞,Braille word #8533,ACROSS
⣮⡕⣡⡋⣷,Braille word #8534,DOWN
⡱⣺⢏⠆⡊,Braille word #8535,ACROSS
⣑⠛⣛⡓⣕,Braille word #8536,DOWN
⠃⡹⣈⣽⢨,Braille word #8537,ACROSS
⢼⠥⣱⢩⡦,Braille word #8538,DOWN
⡫⢿⢸⣺⣁,Braille word #8539,ACROSS
⡰⢣⢺⢎⡵,Braille word #8540,DOWN
⣌⡦⠌⣞⣋,Braille word #8541,ACROSS
⣋⢧⡙⢏⠀,Braille word #8542,DOWN
⢎⡟⡎⡤⣳,Braille word #8543,ACROSS
⢮⢶⢼⡶⡝,Braille word #8544,DOWN
⢠⠧⠘⡊⢘,Braille word #8545,ACROSS
⣪⡉⢅⣝⣴,Braille word #8546,DOWN
⣼⣘⢝⡏⠛,Braille word #8547,ACROSS
⠙⢠⣍⠥⢱,Braille word #8548,DOWN
⢋⣊⣅⠹⢪,Braille word #8549,ACROSS
⠼⣟⠿⠑⢙,Braille word #8550,DOWN
⠩⡄⣡⡻⡂,Braille word #8551,ACROSS
⡜⣓⢲⢫⡘,Braille word #8552,DOWN
⡰⠭⠄⣯⢰,Braille word #8553,ACROSS
⠽⢭⣊⡆⢮,Braille word #8554,DOWN
⢎⠑⢙⠬⡍,Braille word #8555,ACROSS
⢆⡩⣿⣠⢭,Braille word #8556,DOWN
⣉⠲⠭⣫⠵,Braille word #8557,ACROSS
⣐⣩⢈⡿⣊,Braille word #8558,DOWN
⠴⢓⢋⡆⢑,Braille word #8559,ACROSS
⣒⠪⣿⡙⡎,Braille word #8560,DOWN
⢔⡓⣂⠱⢇,Braille word #8561,ACROSS
⣙⣁⢛⡠⢅,Braille word #8562,DOWN
⣭⡘⠜⣊⢇,Braille word #8563,ACROSS
⡸⣿⠻⣥⣡,Braille word #8564,DOWN
⡖⢀⡡⡴⣌,Braille word #8565,ACROSS
⠵⡮⢦⡅⣛,Braille word #8566,DOWN
⢽⣩⣿⢷⡠,Braille word #8567,ACROSS
⢀⠼⡙⠟⡼,Braille word #8568,DOWN
⢮⠔⢲⣌⡀,Braille word #8569,ACROSS
⣹⣿⢡⣽⢘,Braille word #8570,DOWN
⡄⠳⣁⢐⣂,Braille word #8571,ACROSS
⢮⢩⠨⠣⢪,Braille word #8572,DOWN
⠜⢋⡧⢓⡑,Braille word #8573,ACROSS
⠄⣤⢭⠮⡴,Braille word #8574,DOWN
⠏⣁⠭⣋⢅,Braille word #8575,ACROSS
⠾⣩⠳⠦⢩,Braille word #8576,DOWN
⢃⡧⠺⡢⢓,Braille word #8577,ACROSS
⡋⡈⠨⣦⠎,Braille word #8578,DOWN
⠈⢩⠴⠢⡞,Braille word #8579,ACROSS
⠃⡙⣄⠳⡫,Braille word #8580,DOWN
⠇⡑⢆⢟⠹,Braille word #8581,ACROSS
⡴⣗⡭⡷⢿,Braille word #8582,DOWN
⣓⣊⡘⡑⠖,Braille word #8583,ACROSS
⢡⣳⣌⡲⣥,Braille word #8584,DOWN
⢅⠢⢚⠛⢮,Braille word #8585,ACROSS
⡩⠻⠃⡡⡱,Braille word #8586,DOWN
⡉⢭⡂⠯⣌,Braille word #8587,ACROSS
⣽⠾⡒⠍⡠,Braille word #8588,DOWN
⣪⢬⠜⠜⣢,Braille word #8589,ACROSS
⢓⢵⣵⡎⡚,Braille word #8590,DOWN
⣉⡮⣦⡇⡜,Braille word #8591,ACROSS
⠍⡰⡯⠥⠜,Braille word #8592,DOWN
⠏⣤⡞⡘⠼,Braille word #8593,ACROSS
⡯⣊⠸⠙⢏,Braille word #8594,DOWN
⢗⡟⣨⠡⣣,Braille word #8595,ACROSS
⢸⣼⢗⣲⠡,Braille word #8596,DOWN
⡣⣚⣣⣤⡹,Braille word #8597,ACROSS
⣳⢌⡕⢾⢬,Braille word #8598,DOWN
⣝⡁⡥⣗⣐,Braille word #8599,ACROSS
⡘⣢⢈⡒⠬,Braille word #8600,DOWN
⢫⢕⡩⡊⢹,Braille word #8601,ACROSS
⡇⡛⡦⢕⢝,Braille word #8602,DOWN
⢈⢰⡒⢏⠱,Braille word #8603,ACROSS
⣺⡖⠁⣱⢈,Braille word #8604,DOWN
⣹⢪⣪⠏⣧,Braille word #8605,ACROSS
⣇⠧⠩⣢⡧,Braille word #8606,DOWN
⢬⠸⣤⣗⣰,Braille word #8607,ACROSS
⠼⣵⣚⢆⠝,Braille word #8608,DOWN
⣔⣁⣿⡼⡕,Braille word #8609,ACROSS
⡙⢰⡳⢝⣈,Braille word #8610,DOWN
⢣⢨⡇⢔⠣,Braille word #8611,ACROSS
⣳⡡⣔⢚⢔,Braille word #8612,DOWN
⢵⡆⣾⣛⠿,Braille word #8613,ACROSS
⢦⣂⣰⢭⣲,Braille word #8614,DOWN
⢯⢹⢰⢆⡥,Braille word #8615,ACROSS
⣾⢀⡻⡠⠢,Braille word #8616,DOWN
⡣⠦⡻⣸⣵,Braille word #8617,ACROSS
⡚⢗⢰⣛⣢,Braille word #8618,DOWN
⣕⣿⢇⣡⢥,Braille word #8619,ACROSS
⡗⠑⢍⣵⡯,Braille word #8620,DOWN
⢕⣩⠡⢴⡪,Braille word #8621,ACROSS
⠑⢙⣩⡵⠽,Braille word #8622,DOWN
⠟⢇⠁⠭⢂,Braille word #8623,ACROSS
⣶⣡⠒⡺⣉,Braille word #8624,DOWN
⢧⣶⢙⣭⠹,Braille word #8625,ACROSS
⢞⢴⠍⢃⢡,Braille word #8626,DOWN
⢕⠒⣻⢽⠹,Braille word #8627,ACROSS
⠻⠛⣴⢿⠌,Braille word #8628,DOWN
⣑⡟⣪⢸⠗,Braille word #8629,ACROSS
⢒⡠⣤⢃⢌,Braille word #8630,DOWN
⣩⢥⣲⡋⢥,Braille word #8631,ACROSS
⢳⣨⢭⣄⠕,Braille word #8632,DOWN
⢣⠊⡔⠗⡰,Braille word #8633,ACROSS
⡲⣮⠎⡲⡔,Braille word #8634,DOWN
⢗⣳⡸⣌⠛,Braille word #8635,ACROSS
⣡⡀⠬⣒⣦,Braille word #8636,DOWN
⡎⢀⢈⢖⣞,Braille word #8637,ACROSS
⠐⠏⠠⣩⡍,Braille word #8638,DOWN
⠖⠰⣬⡘⢖,Braille word #8639,ACROSS
⢠⡜⣔⠡⠜,Braille word #8640,DOWN
⢠⠽⢍⣑⡻,Braille word #8641,ACROSS
⣉⠮⢆⣽⣒,Braille word #8642,DOWN
⠩⣈⣡⠆⠌,Braille word #8643,ACROSS
⢼⠟⣈⠧⡼,Braille word #8644,DOWN
⠟⣁⠭⢜⢙,Braille word #8645,ACROSS
⡵⣱⣘⡅⠌,Braille word #8646,DOWN
⣰⠫⡳⡭⠸,Braille word #8647,ACROSS
⡱⣽⠍⣰⢿,Braille word #8648,DOWN
⢤⣽⡢⣩⡼,Braille word #8649,ACROSS
⡒⢷⠕⡂⠈,Braille word #8650,DOWN
⣧⣄⣐⢶⢉,Braille word #8651,ACROSS
⣀⣷⠿⣵⠼,Braille word #8652,DOWN
⣫⡉⢑⣍⣯,Braille word #8653,ACROSS
⣩⡪⡦⢂⣅,Braille word #8654,DOWN
⡳⡙⢙⢰⣡,Braille word #8655,ACROSS
⢂⣄⢺⠌⠧,Braille word #8656,DOWN
⠖⣛⢨⠝⠵,Braille word #8657,ACROSS
⣛⣭⡀⣒⠗,Braille word #8658,DOWN
⡛⡘⡍⣣⣳,Braille word #8659,ACROSS
⠟⠓⣂⢶⣈,Braille word #8660,DOWN
⠉⡪⢙⡪⠿,Braille word #8661,ACROSS
⢐⠽⠕⣇⢗,Braille word #8662,DOWN
⠃⣰⢱⡘⡙,Braille word #8663,ACROSS
⠸⢢⠤⢷⠸,Braille word #8664,DOWN
⢬⣋⠂⣀⠻,Braille word #8665,ACROSS
⡏⡢⠸⣣⢦,Braille word #8666,DOWN
⣋⠻⠵⢌⡾,Braille word #8667,ACROSS
⣦⣫⢛⢧⣇,Braille word #8668,DOWN
⡥⡡⠈⠻⠆,Braille word #8669,ACROSS
⢐⠆⠒⢥⢝,Braille word #8670,DOWN
⠼⠸⠯⡀⣅,Braille word #8671,ACROSS
⡑⣤⣓⡸⢔,Braille word #8672,DOWN
⣱⠬⣷⢸⠌,Braille word #8673,ACROSS
⠯⡌⡕⡼⠹,Braille word #8674,DOWN
⠩⠜⠐⡊⡉,Braille word #8675,ACROSS
⢌⡻⢡⡬⠭,Braille word #8676,DOWN
⠯⠅⡜⢀⢡,Braille word #8677,ACROSS
⣂⠚⣪⠰⣹,Braille word #8678,DOWN
⣲⢬⢺⢻⠋,Braille word #8679,ACROSS
⣻⠑⡫⡸⣂,Braille word #8680,DOWN
⠆⣢⡨⢒⢍,Braille word #8681,ACROSS
⠣⡓⡒⣤⣠,Braille word #8682,DOWN
⡩⠰⣸⢓⡵,Braille word #8683,ACROSS
⡂⠀⡼⢒⣽,Braille word #8684,DOWN
⠘⣬⠗⣣⣣,Braille word #8685,ACROSS
⠚⣧⣂⣄⢳,Braille word #8686,DOWN
⢔⡓⠰⠌⡋,Braille word #8687,ACROSS
⠧⢬⠂⢫⠺,Braille word #8688,DOWN
⢏⢼⡗⢷⡘,Braille word #8689,ACROSS
⢭⡇⣒⢍⡎,Braille word #8690,DOWN
⣂⠙⢝⢟⣕,Braille word #8691,ACROSS
⠊⢕⠶⠌⢯,Braille word #8692,DOWN
⢺⠗⢛⢏⣐,Braille word #8693,ACROSS
⠑⢗⣳⢨⢞,Braille word #8694,DOWN
⡽⢕⣲⣕⣬,Braille word #8695,ACROSS
⢌⠌⡚⣙⣓,Braille word #8696,DOWN
⠉⡽⡮⡗⢠,Braille word #8697,ACROSS
⡅⠛⢱⢢⡚,Braille word #8698,DOWN
⣕⡒⣏⠾⡸,Braille word #8699,ACROSS
⢓⢲⡼⠸⡈,Braille word #8700,DOWN
⠭⣃⡆⣑⡐,Braille word #8701,ACROSS
⣢⡟⣊⢼⢛,Braille word #8702,DOWN
⢖⠌⡖⢫⡹,Braille word #8703,ACROSS
⣸⣡⡮⣅⠧,Braille word #8704,DOWN
⠦⡋⣙⣱⣁,Braille word #8705,ACROSS
⠱⠐⡏⡌⠒,Braille word #8706,DOWN
⢜⣜⡴⠕⢹,Braille word #8707,ACROSS
⣦⠉⡺⡓⢲,Braille word #8708,DOWN
⣜⠍⠓⣱⡿,Braille word #8709,ACROSS
⡠⢿⡁⢴⡿,Braille word #8710,DOWN
⠥⡚⡉⠞⣭,Braille word #8711,ACROSS
⢁⠆⢗⠡⣱,Braille word #8712,DOWN
⠨⢨⡬⡶⢿,Braille word #8713,ACROSS
⢻⠗⠡⡀⠹,Braille word #8714,DOWN
⡞⣪⢔⡈⡫,Braille word #8715,ACROSS
⠂⡡⢫⡓⢥,Braille word #8716,DOWN
⡪⣸⢡⢗⡁,Braille word #8717,ACROSS
⠹⡋⡅⣄⠤,Braille word #8718,DOWN
⢅⣆⣒⡱⣻,Braille word #8719,ACROSS
⡕⣓⡇⡉⡫,Braille word #8720,DOWN
⡘⡶⣰⢥⣾,Braille word #8721,ACROSS
⣦⢉⣩⡋⡜,Braille word #8722,DOWN
⣆⢾⡾⠚⣆,Braille word #8723,ACROSS
⣏⠻⡉⢠⠽,Braille word #8724,DOWN
⢪⡷⡐⣒⣽,Braille word #8725,ACROSS
⡻⢷⡣⢋⠀,Braille word #8726,DOWN
⢴⡦⠶⡮⢐,Braille word #8727,ACROSS
⣡⢜⣹⡬⡀,Braille word #8728,DOWN
⡚⢦⠫⠈⡲,Braille word #8729,ACROSS
⡉⢘⣠⡦⢤,Braille word #8730,DOWN
⡋⢏⠦⢵⠱,Braille word #8731,ACROSS
⣤⠻⡶⢯⠛,Braille word #8732,DOWN
⠃⢷⣑⠬⣶,Braille word #8733,ACROSS
⡵⢸⠱⠶⠍,Braille word #8734,DOWN
⢗⣳⠍⢫⠻,Braille word #8735,ACROSS
⢠⢬⡠⠺⢠,Braille word #8736,DOWN
⡲⡣⠥⣻⢠,Braille word #8737,ACROSS
⣥⡋⠢⡙⠰,Braille word #8738,DOWN
⡯⠅⠝⡻⣘,Braille word #8739,ACROSS
⡿⣽⣋⣢⢚,Braille word #8740,DOWN
⢥⠥⣫⠴⢞,Braille word #8741,ACROSS
⣝⡃⣜⣲⢐,Braille word #8742,DOWN
⡋⢷⣖⣸⠾,Braille word #8743,ACROSS
⢱⠟⣖⣡⢵,Braille word #8744,DOWN
⢤⢕⢂⠳⠮,Braille word #8745,ACROSS
⢡⣈⢫⣡⠄,Braille word #8746,DOWN
⣪⢔⣃⢗⠶,Braille word #8747,ACROSS
⡧⠆⢱⣰⡛,Braille word #8748,DOWN
⣷⡒⣉⢼⡊,Braille word #8749,ACROSS
⢒⢭⠗⢛⠆,Braille word #8750,DOWN
⢙⠰⡦⢌⢧,Braille word #8751,ACROSS
⡈⡔⠲⡕⠓,Braille word #8752,DOWN
⢖⣽⣚⣚⠧,Braille word #8753,ACROSS
⣭⣘⢹⠍⣺,Braille word #8754,DOWN
⡣⠁⣸⠉⢸,Braille word #8755,ACROSS
⡅⡳⡓⠋⡑,Braille word #8756,DOWN
⣔⡉⡦⡿⢬,Braille word #8757,ACROSS
⢿⠨⡲⣐⢴,Braille word #8758,DOWN
⡩⠾⡍⡮⢻,Braille word #8759,ACROSS
⢭⣣⣋⢬⣽,Braille word #8760,DOWN
⠫⡈⢫⡲⡡,Braille word #8761,ACROSS
⣲⢛⠻⣿⢒,Braille word #8762,DOWN
⢼⡽⠶⢄⡰,Braille word #8763,ACROSS
⡧⢮⡟⣼⡩,Braille word #8764,DOWN
⠯⣮⠣⣃⠥,Braille word #8765,ACROSS
⣃⣐⡔⠛⢗,Braille word #8766,DOWN
⠤⣗⠾⣟⡛,Braille word #8767,ACROSS
⡠⢚⣢⡡⠼,Braille word #8768,DOWN
⢊⣣⢍⡽⣅,Braille word #8769,ACROSS
⠋⠶⣔⢄⠓,Braille word #8770,DOWN
⠨⠛⣫⠀⣿,Braille word #8771,ACROSS
⡡⠉⣯⠝⢤,Braille word #8772,DOWN
⢚⡱⢴⡏⣀,Braille word #8773,ACROSS
⣚⡨⡦⠊⠧,Braille word #8774,DOWN
⡘⢍⣽⣆⡋,Braille word #8775,ACROSS
⡤⠵⣹⣟⡾,Braille word #8776,DOWN
⡲⠩⣺⠄⣕,Braille word #8777,ACROSS
⡲⣘⠢⣱⢪,Braille word #8778,DOWN
⠋⣃⢥⢶⠍,Braille word #8779,ACROSS
⢊⡹⡔⠟⡣,Braille word #8780,DOWN
⡢⡊⢑⡞⢿,Braille word #8781,ACROSS
⢁⡄⢂⠁⣛,Braille word #8782,DOWN
⡹⡠⡛⡣⡗,Braille word #8783,ACROSS
⡇⢸⣵⣵⡘,Braille word #8784,DOWN
⡐⢮⠓⡠⠭,Braille word #8785,ACROSS
⡖⡳⡪⢳⡩,Braille word #8786,DOWN
⣂⢎⣝⣋⡾,Braille word #8787,ACROSS
⡄⣻⡢⣐⢌,Braille word #8788,DOWN
⡑⠧⣠⢃⣕,Braille word #8789,ACROSS
⣤⠝⣟⢌⡇,Braille word #8790,DOWN
⡷⡷⢌⠩⡸,Braille word #8791,ACROSS
⡯⠠⠎⢐⣢,Braille word #8792,DOWN
⣺⡾⢆⡢⣃,Braille word #8793,ACROSS
⡅⠫⡚⣮⣗,Braille word #8794,DOWN
⡦⡮⠮⡑⢁,Braille word #8795,ACROSS
⠾⠸⣛⠲⠡,Braille word #8796,DOWN
⢖⡐⢩⡭⡡,Braille word #8797,ACROSS
⣊⣢⠻⠞⡋,Braille word #8798,DOWN
⢍⠞⠶⡽⠾,Braille word #8799,ACROSS
⣋⢢⠣⡜⣹,Braille word #8800,DOWN
⡃⣅⣬⠌⠅,Braille word #8801,ACROSS
⡉⡽⠴⢤⠑,Braille word #8802,DOWN
⡞⠛⢎⠚⣾,Braille word #8803,ACROSS
⣸⡱⢝⣘⠎,Braille word #8804,DOWN
⣬⣮⢜⡤⡅,Braille word #8805,ACROSS
⠕⣵⣢⠫⡬,Braille word #8806,DOWN
⠽⣅⠯⣠⢗,Braille word #8807,ACROSS
⡙⣓⢬⣽⢽,Braille word #8808,DOWN
⡝⢁⣎⡧⣓,Braille word #8809,ACROSS
⢎⢖⢭⡨⢤,Braille word #8810,DOWN
⣠⣴⢴⡂⠕,Braille word #8811,ACROSS
⢛⠵⠦⡎⠭,Braille word #8812,DOWN
⡹⡜⢛⢕⢍,Braille word #8813,ACROSS
⡒⢍⡃⠵⡤,Braille word #8814,DOWN
⢄⡢⡭⡙⡞,Braille word #8815,ACROSS
⡽⢽⡨⢳⣇,Braille word #8816,DOWN
⣗⠩⢱⣀⢖,Braille word #8817,ACROSS
⡌⣭⠟⠾⠜,Braille word #8818,DOWN
⠤⢪⡔⢎⡦,Braille word #8819,ACROSS
⣢⠓⠌⡬⣉,Braille word #8820,DOWN
⢯⢢⡩⣭⢥,Braille word #8821,ACROSS
⢝⠚⠢⡷⣞,Braille word #8822,DOWN
⡾⠎⢴⡿⢲,Braille word #8823,ACROSS
⣺⣓⣠⠢⠁,Braille word #8824,DOWN
⠊⡮⠪⣞⢳,Braille word #8825,ACROSS
⢇⡹⣇⢣⡔,Braille word #8826,DOWN
⣷⡎⡹⡀⢅,Braille word #8827,ACROSS
⣭⢀⡅⣎⠠,Braille word #8828,DOWN
⣫⣍⡈⣏⢡,Braille word #8829,ACROSS
⠪⡰⠷⡬⡉,Braille word #8830,DOWN
⠍⣱⡃⢛⢲,Braille word #8831,ACROSS
⢏⢳⡃⡛⡕,Braille word #8832,DOWN
⠀⠟⠧⣠⣢,Braille word #8833,ACROSS
⣢⢥⠑⢺⡘,Braille word #8834,DOWN
⣮⠷⡲⢬⢱,Braille word #8835,ACROSS
⠧⢛⠎⡿⠳,Braille word #8836,DOWN
⠧⣉⠮⡍⣆,Braille word #8837,ACROSS
⢿⣭⢖⡔⣍,Braille word #8838,DOWN
⢐⣝⣪⡹⡖,Braille word #8839,ACROSS
⠸⣔⠓⡯⢥,Braille word #8840,DOWN
⣼⡹⣤⠐⣩,Braille word #8841,ACROSS
⠾⢒⡣⡁⡒,Braille word #8842,DOWN
⢅⠒⠑⣲⡨,Braille word #8843,ACROSS
⠃⢒⡱⠣⢒,Braille word #8844,DOWN
⡉⠫⡦⠗⠣,Braille word #8845,ACROSS
⣼⣉⠽⡯⡳,Braille word #8846,DOWN
⣩⣊⢣⣭⠻,Braille word #8847,ACROSS
⠋⡝⣍⣡⡲,Braille word #8848,DOWN
⢏⢽⠡⠸⠯,Braille word #8849,ACROSS
